wavelength,n,k
220.0,2.8525879413194772,6.813015341847272e-05
225.00000000000003,2.6323534458308653,6.993648203347965e-05
230.00000000000003,2.5060307201836327,7.164307377546362e-05
235.00000000000003,2.403738733481557,7.332697169743844e-05
240.00000000000003,2.295920811418003,7.502317552275126e-05
245.00000000000003,2.2245337722271135,7.667787660554755e-05
250.00000000000003,2.173017323670809,7.831004333904659e-05
255.0,2.137848252818401,7.992296341220908e-05
260.0,2.1124357761820054,8.152440587511284e-05
265.0,2.0921263930483844,8.3120076995235e-05
270.0,2.072837113150152,8.471531229240041e-05
275.0,2.0505048867271736,8.631578996046243e-05
280.0,2.0210187355877554,8.792759914860745e-05
285.0,1.9738869747018093,8.956635473026951e-05
290.00000000000006,1.9162775400088017,9.122220982704193e-05
295.00000000000006,1.8665124275403464,9.286838093053514e-05
300.00000000000006,1.832807195755327,9.449240323752939e-05
305.00000000000006,1.8021769212864824,9.611301022068562e-05
310.0,1.7748592038219049,9.772969056176901e-05
315.0,1.7517244456233418,9.934098306849485e-05
320.0,1.7336681234558813,0.00010094535601081248
325.0,1.7213591848255154,0.00010254156833439824
330.0,1.7117422059491352,0.00010413408555375966
335.0,1.703470132033746,0.00010572488027808944
340.0,1.6963330734124962,0.00010731421145109396
345.00000000000006,1.6901185153740945,0.00010890235628259394
350.00000000000006,1.6846116487541476,0.00011048961064698554
355.00000000000006,1.6795956955525513,0.00011207628939517892
360.00000000000006,1.6748521762580266,0.00011366272658620869
365.0,1.6701340162092329,0.00011524932112736926
370.0,1.6652820493619285,0.00011683634123119733
375.0,1.6604218067268985,0.00011842357746509922
380.0,1.655697287090311,0.00012001077891233234
385.0,1.651252102727979,0.00010935518083718751
390.0,1.6472024203678346,8.485166379242647e-05
395.00000000000006,1.6436302199756359,7.178804737637112e-05
400.00000000000006,1.6406140460316931,6.318034723232638e-05
405.00000000000006,1.6378079677314439,5.343670796246009e-05
410.00000000000006,1.6344551147579198,4.4376137635486114e-05
415.00000000000006,1.6284449402757355,3.595810503337857e-05
420.0,1.6182680719922136,2.9335781172146395e-05
425.0,1.607460806813378,2.522625385387102e-05
430.0,1.595567269367098,2.201763290765616e-05
435.0,1.5824753215123788,1.9278911920369903e-05
440.0,1.5659031114172621,1.644563333662504e-05
445.0,1.547555891500536,1.382808621279656e-05
450.00000000000006,1.5387622280514952,1.2780588621494887e-05
455.00000000000006,1.5337113973262906,1.2259901566211285e-05
460.00000000000006,1.5295371174325059,1.185847675225075e-05
465.00000000000006,1.5246894057320612,1.1376276562802957e-05
470.00000000000006,1.5198509354327268,1.0900224402619183e-05
475.0,1.5155441119828552,1.0491957193952391e-05
480.00000000000006,1.5121635914085458,1.0195264564330853e-05
485.0,1.5094590361268192,9.977557178140412e-06
490.00000000000006,1.506871028363468,9.771431117999698e-06
495.0,1.5041271164478558,9.5444734167047e-06
500.00000000000006,1.502030663317873,9.391645202625565e-06
505.00000000000006,1.501034851471706,9.366840655542328e-06
510.0,1.5002417819748144,9.36448225505827e-06
515.0,1.499563156399519,9.374388071418132e-06
520.0,1.4989821755700365,9.394800818360035e-06
525.0,1.4984820880361356,9.423926865031322e-06
530.0,1.4980461825135845,9.459927984626734e-06
535.0000000000001,1.4976577808092193,9.500914689857655e-06
540.0,1.4973002318812543,9.544941155692788e-06
545.0000000000001,1.496956907504464,9.590001759151515e-06
550.0,1.496611199880621,9.634029287057578e-06
555.0000000000001,1.4962465214518788,9.674894875680979e-06
560.0,1.4958708687816609,9.713576820393465e-06
565.0,1.495527714806125,9.755692702090362e-06
570.0,1.4952096173313887,9.800363598839816e-06
575.0,1.4949069766733676,9.846397986993415e-06
580.0000000000001,1.4946102046353968,9.89256858815284e-06
585.0,1.4943097238551022,9.937611978910347e-06
590.0000000000001,1.4939959679769976,9.980228806085653e-06
595.0,1.4936593827096665,1.0019084631435825e-05
600.0000000000001,1.4932850303044316,1.0052073700950617e-05
605.0,1.492872618725749,1.0079051952955645e-05
610.0000000000001,1.4924422044793992,1.010269488518961e-05
615.0,1.492013974660669,1.0125769408014643e-05
620.0,1.491608081609304,1.0151109895702225e-05
625.0,1.491244644430421,1.0181619199863624e-05
630.0,1.490940633611632,1.021982889271507e-05
635.0000000000001,1.490887393547369,1.0258524948258395e-05
640.0,1.4913426259940339,1.0294660725255856e-05
645.0000000000001,1.492202316158402,1.0329621976020626e-05
650.0,1.4933599056932818,1.036483795778936e-05
655.0000000000001,1.49470963682243,1.040177402798443e-05
660.0,1.4961468133047287,1.0441932153818513e-05
665.0000000000001,1.497567882648002,1.0486852119789571e-05
670.0,1.4988703464819468,1.0538113463350492e-05
675.0,1.499952506760716,1.0597338172565404e-05
680.0,1.5007130540369507,1.0666194184212857e-05
685.0,1.5010501555551283,1.074634846841112e-05
690.0000000000001,1.5011281302131798,1.0836282012281645e-05
695.0,1.501241359416484,1.0931876928722955e-05
700.0000000000001,1.5013677634539278,1.102972667056967e-05
705.0,1.5014841082103976,1.1126319714119933e-05
710.0000000000001,1.5015671478999133,1.1218035875579505e-05
715.0,1.5015931468873873,1.1301074662773074e-05
720.0000000000001,1.5015127497976222,1.1367528682763098e-05
725.0,1.5013336661119976,1.1418279529711098e-05
730.0,1.5010970574377211,1.1459552955661885e-05
735.0,1.5008440604057052,1.1497736519008136e-05
740.0,1.5006157692054487,1.1539367232647463e-05
745.0000000000001,1.5007231053187624,1.15903289403605e-05
750.0,1.5014337473663262,1.1656709934631827e-05
755.0000000000001,1.5025932122692103,1.1732027415942394e-05
760.0,1.5040380002244131,1.180820027446903e-05
