wavelength_nm,R,T,a,b,eta,R_as,sqrt_arg,k,n,k_isnan,k_isinf,n_isnan,n_isinf
9.15000000e+02,6.68232030e-02,9.32176797e-01,-1.86535359e-03,1.86435453e+00,8.68084596e-01,3.46011082e-02,1.48503404e-01,1.11963330e-05,1.45704390e+00,False,False,False,False
9.20000000e+02,6.71398390e-02,9.31860161e-01,-1.86472032e-03,1.86372125e+00,8.67494965e-01,3.47707577e-02,1.49283980e-01,1.13115851e-05,1.45841948e+00,False,False,False,False
9.25000000e+02,6.71972810e-02,9.31802719e-01,-1.86460544e-03,1.86360637e+00,8.67388020e-01,3.48015404e-02,1.49425672e-01,1.13829255e-05,1.45866888e+00,False,False,False,False
9.30000000e+02,6.70845010e-02,9.31915499e-01,-1.86483100e-03,1.86383193e+00,8.67598000e-01,3.47411043e-02,1.49147502e-01,1.14249834e-05,1.45817917e+00,False,False,False,False
9.35000000e+02,6.69191420e-02,9.32080858e-01,-1.86516172e-03,1.86416265e+00,8.67905920e-01,3.46525053e-02,1.48739830e-01,1.14577097e-05,1.45746084e+00,False,False,False,False
9.40000000e+02,6.68188460e-02,9.32181154e-01,-1.86536231e-03,1.86436324e+00,8.68092711e-01,3.45987742e-02,1.48492668e-01,1.15014837e-05,1.45702497e+00,False,False,False,False
9.45000000e+02,6.68981720e-02,9.32101828e-01,-1.86520366e-03,1.86420459e+00,8.67944973e-01,3.46412707e-02,1.48688147e-01,1.15765741e-05,1.45736972e+00,False,False,False,False
9.50000000e+02,6.70409040e-02,9.31959096e-01,-1.86491819e-03,1.86391912e+00,8.67679178e-01,3.47177437e-02,1.49039998e-01,1.16629937e-05,1.45798982e+00,False,False,False,False
9.55000000e+02,6.71325650e-02,9.31867435e-01,-1.86473487e-03,1.86373580e+00,8.67508508e-01,3.47668598e-02,1.49266039e-01,1.17406276e-05,1.45838790e+00,False,False,False,False
9.60000000e+02,6.71694250e-02,9.31830575e-01,-1.86466115e-03,1.86366208e+00,8.67439881e-01,3.47866124e-02,1.49356956e-01,1.18086661e-05,1.45854794e+00,False,False,False,False
9.65000000e+02,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.18702725e-05,1.45855044e+00,False,False,False,False
9.70000000e+02,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.19317765e-05,1.45855044e+00,False,False,False,False
9.75000000e+02,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.19932805e-05,1.45855044e+00,False,False,False,False
9.80000000e+02,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.20547845e-05,1.45855044e+00,False,False,False,False
9.85000000e+02,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.21162885e-05,1.45855044e+00,False,False,False,False
9.90000000e+02,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.21777926e-05,1.45855044e+00,False,False,False,False
9.95000000e+02,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.22392966e-05,1.45855044e+00,False,False,False,False
1.00000000e+03,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.23008006e-05,1.45855044e+00,False,False,False,False
1.00500000e+03,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.23623046e-05,1.45855044e+00,False,False,False,False
1.01000000e+03,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.24238086e-05,1.45855044e+00,False,False,False,False
1.01500000e+03,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.24853126e-05,1.45855044e+00,False,False,False,False
1.02000000e+03,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.25468166e-05,1.45855044e+00,False,False,False,False
1.02500000e+03,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.26083206e-05,1.45855044e+00,False,False,False,False
1.03000000e+03,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.26698246e-05,1.45855044e+00,False,False,False,False
1.03500000e+03,6.71700000e-02,9.31830000e-01,-1.86466000e-03,1.86366093e+00,8.67438810e-01,3.47869205e-02,1.49358375e-01,1.27313286e-05,1.45855044e+00,False,False,False,False
1.04000000e+03,6.71620800e-02,9.31837920e-01,-1.86467584e-03,1.86367677e+00,8.67453556e-01,3.47826763e-02,1.49338839e-01,1.27913034e-05,1.45851605e+00,False,False,False,False
1.04500000e+03,6.71136200e-02,9.31886380e-01,-1.86477276e-03,1.86377369e+00,8.67543782e-01,3.47567078e-02,1.49219314e-01,1.28433989e-05,1.45830563e+00,False,False,False,False
1.05000000e+03,6.70270440e-02,9.31972956e-01,-1.86494591e-03,1.86394684e+00,8.67704986e-01,3.47103173e-02,1.49005825e-01,1.28879759e-05,1.45792962e+00,False,False,False,False
1.05500000e+03,6.69092580e-02,9.32090742e-01,-1.86518148e-03,1.86418242e+00,8.67924327e-01,3.46472099e-02,1.48715469e-01,1.29262825e-05,1.45741789e+00,False,False,False,False
1.06000000e+03,6.67671650e-02,9.32232835e-01,-1.86546567e-03,1.86446660e+00,8.68188969e-01,3.45710896e-02,1.48365341e-01,1.29595921e-05,1.45680031e+00,False,False,False,False
1.06500000e+03,6.66076730e-02,9.32392327e-01,-1.86578465e-03,1.86478559e+00,8.68486065e-01,3.44856618e-02,1.47972531e-01,1.29892042e-05,1.45610678e+00,False,False,False,False
1.07000000e+03,6.64376870e-02,9.32562313e-01,-1.86612463e-03,1.86512556e+00,8.68802764e-01,3.43946287e-02,1.47554096e-01,1.30164428e-05,1.45536722e+00,False,False,False,False
1.07500000e+03,6.62641120e-02,9.32735888e-01,-1.86647178e-03,1.86547271e+00,8.69126210e-01,3.43016901e-02,1.47127064e-01,1.30426566e-05,1.45461164e+00,False,False,False,False
1.08000000e+03,6.60938540e-02,9.32906146e-01,-1.86681229e-03,1.86581323e+00,8.69443533e-01,3.42105438e-02,1.46708423e-01,1.30692193e-05,1.45387008e+00,False,False,False,False
1.08500000e+03,6.59338200e-02,9.33066180e-01,-1.86713236e-03,1.86613329e+00,8.69741853e-01,3.41248854e-02,1.46315131e-01,1.30975291e-05,1.45317268e+00,False,False,False,False
1.09000000e+03,6.57909130e-02,9.33209087e-01,-1.86741817e-03,1.86641911e+00,8.70008290e-01,3.40484063e-02,1.45964100e-01,1.31290084e-05,1.45254961e+00,False,False,False,False
1.09500000e+03,6.56720410e-02,9.33327959e-01,-1.86765592e-03,1.86665685e+00,8.70229947e-01,3.39847985e-02,1.45672230e-01,1.31651053e-05,1.45203111e+00,False,False,False,False
1.10000000e+03,6.55841080e-02,9.33415892e-01,-1.86783178e-03,1.86683272e+00,8.70393932e-01,3.39377510e-02,1.45456397e-01,1.32072924e-05,1.45164743e+00,False,False,False,False
1.10500000e+03,6.55340200e-02,9.33465980e-01,-1.86793196e-03,1.86693289e+00,8.70487346e-01,3.39109540e-02,1.45333483e-01,1.32570680e-05,1.45142883e+00,False,False,False,False
1.11000000e+03,6.55270870e-02,9.33472913e-01,-1.86794583e-03,1.86694676e+00,8.70500277e-01,3.39072449e-02,1.45316471e-01,1.33156286e-05,1.45139857e+00,False,False,False,False
1.11500000e+03,6.55510900e-02,9.33448910e-01,-1.86789782e-03,1.86689875e+00,8.70455510e-01,3.39200862e-02,1.45375370e-01,1.33805688e-05,1.45150333e+00,False,False,False,False
1.12000000e+03,6.55994750e-02,9.33400525e-01,-1.86780105e-03,1.86680198e+00,8.70365273e-01,3.39459726e-02,1.45494112e-01,1.34506148e-05,1.45171449e+00,False,False,False,False
1.12500000e+03,6.56691520e-02,9.33330848e-01,-1.86766170e-03,1.86666263e+00,8.70235335e-01,3.39832527e-02,1.45665138e-01,1.35251907e-05,1.45201851e+00,False,False,False,False
1.13000000e+03,6.57570340e-02,9.33242966e-01,-1.86748593e-03,1.86648687e+00,8.70071460e-01,3.40302770e-02,1.45880904e-01,1.36037102e-05,1.45240186e+00,False,False,False,False
1.13500000e+03,6.58600330e-02,9.33139967e-01,-1.86727993e-03,1.86628087e+00,8.69879417e-01,3.40853956e-02,1.46133863e-01,1.36855752e-05,1.45285101e+00,False,False,False,False
1.14000000e+03,6.59750600e-02,9.33024940e-01,-1.86704988e-03,1.86605081e+00,8.69664972e-01,3.41469578e-02,1.46416461e-01,1.37701759e-05,1.45335243e+00,False,False,False,False
1.14500000e+03,6.60990280e-02,9.32900972e-01,-1.86680194e-03,1.86580288e+00,8.69433889e-01,3.42133134e-02,1.46721142e-01,1.38568912e-05,1.45389262e+00,False,False,False,False
1.15000000e+03,6.62288490e-02,9.32771151e-01,-1.86654230e-03,1.86554324e+00,8.69191927e-01,3.42828110e-02,1.47040338e-01,1.39450883e-05,1.45445808e+00,False,False,False,False
1.15500000e+03,6.63614340e-02,9.32638566e-01,-1.86627713e-03,1.86527807e+00,8.68944849e-01,3.43537980e-02,1.47366468e-01,1.40341221e-05,1.45503534e+00,False,False,False,False
1.16000000e+03,6.64936950e-02,9.32506305e-01,-1.86601261e-03,1.86501354e+00,8.68698410e-01,3.44246211e-02,1.47691939e-01,1.41233362e-05,1.45561094e+00,False,False,False,False
1.16500000e+03,6.66225440e-02,9.32377456e-01,-1.86575491e-03,1.86475585e+00,8.68458362e-01,3.44936265e-02,1.48009148e-01,1.42120622e-05,1.45617146e+00,False,False,False,False
1.17000000e+03,6.67448940e-02,9.32255106e-01,-1.86551021e-03,1.86451115e+00,8.68230452e-01,3.45591599e-02,1.48310478e-01,1.42996201e-05,1.45670349e+00,False,False,False,False
1.17500000e+03,6.68576560e-02,9.32142344e-01,-1.86528469e-03,1.86428562e+00,8.68020429e-01,3.46195650e-02,1.48588299e-01,1.43853176e-05,1.45719365e+00,False,False,False,False
1.18000000e+03,6.69577420e-02,9.32042258e-01,-1.86508452e-03,1.86408545e+00,8.67834037e-01,3.46731857e-02,1.48834974e-01,1.44684511e-05,1.45762856e+00,False,False,False,False
1.18500000e+03,6.70420640e-02,9.31957936e-01,-1.86491587e-03,1.86391680e+00,8.67677018e-01,3.47183652e-02,1.49042858e-01,1.45483052e-05,1.45799486e+00,False,False,False,False
1.19000000e+03,6.71075340e-02,9.31892466e-01,-1.86478493e-03,1.86378586e+00,8.67555113e-01,3.47534466e-02,1.49204305e-01,1.46241529e-05,1.45827920e+00,False,False,False,False
1.19500000e+03,6.71510640e-02,9.31848936e-01,-1.86469787e-03,1.86369880e+00,8.67474066e-01,3.47767730e-02,1.49311666e-01,1.46952557e-05,1.45846822e+00,False,False,False,False
1.20000000e+03,6.71695660e-02,9.31830434e-01,-1.86466087e-03,1.86366180e+00,8.67439618e-01,3.47866879e-02,1.49357304e-01,1.47608640e-05,1.45854856e+00,False,False,False,False
1.20500000e+03,6.71690960e-02,9.31830904e-01,-1.86466181e-03,1.86366274e+00,8.67440494e-01,3.47864361e-02,1.49356145e-01,1.48222624e-05,1.45854652e+00,False,False,False,False
1.21000000e+03,6.71656230e-02,9.31834377e-01,-1.86466875e-03,1.86366969e+00,8.67446960e-01,3.47845749e-02,1.49347578e-01,1.48829854e-05,1.45853144e+00,False,False,False,False
1.21500000e+03,6.71596230e-02,9.31840377e-01,-1.86468075e-03,1.86368169e+00,8.67458130e-01,3.47813596e-02,1.49332778e-01,1.49431320e-05,1.45850539e+00,False,False,False,False
1.22000000e+03,6.71511770e-02,9.31848823e-01,-1.86469765e-03,1.86369858e+00,8.67473855e-01,3.47768335e-02,1.49311945e-01,1.50027134e-05,1.45846871e+00,False,False,False,False
1.22500000e+03,6.71403670e-02,9.31859633e-01,-1.86471927e-03,1.86372020e+00,8.67493982e-01,3.47710407e-02,1.49285282e-01,1.50617416e-05,1.45842177e+00,False,False,False,False
1.23000000e+03,6.71272760e-02,9.31872724e-01,-1.86474545e-03,1.86374638e+00,8.67518356e-01,3.47640256e-02,1.49252994e-01,1.51202289e-05,1.45836493e+00,False,False,False,False
1.23500000e+03,6.71119850e-02,9.31888015e-01,-1.86477603e-03,1.86377696e+00,8.67546826e-01,3.47558317e-02,1.49215282e-01,1.51781875e-05,1.45829853e+00,False,False,False,False
1.24000000e+03,6.70945770e-02,9.31905423e-01,-1.86481085e-03,1.86381178e+00,8.67579238e-01,3.47465035e-02,1.49172350e-01,1.52356305e-05,1.45822293e+00,False,False,False,False
1.24500000e+03,6.70751330e-02,9.31924867e-01,-1.86484973e-03,1.86385067e+00,8.67615443e-01,3.47360846e-02,1.49124401e-01,1.52925708e-05,1.45813849e+00,False,False,False,False
1.25000000e+03,6.70537360e-02,9.31946264e-01,-1.86489253e-03,1.86389346e+00,8.67655284e-01,3.47246194e-02,1.49071639e-01,1.53490218e-05,1.45804556e+00,False,False,False,False
1.25500000e+03,6.70304670e-02,9.31969533e-01,-1.86493907e-03,1.86394000e+00,8.67698612e-01,3.47121513e-02,1.49014264e-01,1.54049972e-05,1.45794449e+00,False,False,False,False
1.26000000e+03,6.70054080e-02,9.31994592e-01,-1.86498918e-03,1.86399012e+00,8.67745274e-01,3.46987246e-02,1.48952481e-01,1.54605108e-05,1.45783563e+00,False,False,False,False
1.26500000e+03,6.69786420e-02,9.32021358e-01,-1.86504272e-03,1.86404365e+00,8.67795117e-01,3.46843835e-02,1.48886495e-01,1.55155773e-05,1.45771936e+00,False,False,False,False
1.27000000e+03,6.69502510e-02,9.32049749e-01,-1.86509950e-03,1.86410043e+00,8.67847987e-01,3.46691723e-02,1.48816509e-01,1.55702113e-05,1.45759601e+00,False,False,False,False
1.27500000e+03,6.69203160e-02,9.32079684e-01,-1.86515937e-03,1.86416030e+00,8.67903734e-01,3.46531342e-02,1.48742724e-01,1.56244274e-05,1.45746594e+00,False,False,False,False
1.28000000e+03,6.68889190e-02,9.32111081e-01,-1.86522216e-03,1.86422310e+00,8.67962205e-01,3.46363135e-02,1.48665342e-01,1.56782408e-05,1.45732951e+00,False,False,False,False
1.28500000e+03,6.68561430e-02,9.32143857e-01,-1.86528771e-03,1.86428865e+00,8.68023247e-01,3.46187545e-02,1.48584571e-01,1.57316674e-05,1.45718707e+00,False,False,False,False
1.29000000e+03,6.68220690e-02,9.32177931e-01,-1.86535586e-03,1.86435680e+00,8.68086708e-01,3.46005008e-02,1.48500610e-01,1.57847226e-05,1.45703898e+00,False,False,False,False
1.29500000e+03,6.67867800e-02,9.32213220e-01,-1.86542644e-03,1.86442737e+00,8.68152435e-01,3.45815968e-02,1.48413664e-01,1.58374230e-05,1.45688558e+00,False,False,False,False
1.30000000e+03,6.67503570e-02,9.32249643e-01,-1.86549929e-03,1.86450022e+00,8.68220276e-01,3.45620862e-02,1.48323935e-01,1.58897846e-05,1.45672724e+00,False,False,False,False
1.30500000e+03,6.67128820e-02,9.32287118e-01,-1.86557424e-03,1.86457517e+00,8.68290080e-01,3.45420127e-02,1.48231625e-01,1.59418242e-05,1.45656431e+00,False,False,False,False
1.31000000e+03,6.66744390e-02,9.32325561e-01,-1.86565112e-03,1.86465206e+00,8.68361690e-01,3.45214216e-02,1.48136943e-01,1.59935594e-05,1.45639715e+00,False,False,False,False
1.31500000e+03,6.66351070e-02,9.32364893e-01,-1.86572979e-03,1.86473072e+00,8.68434958e-01,3.45003551e-02,1.48040083e-01,1.60450067e-05,1.45622610e+00,False,False,False,False
1.32000000e+03,6.65949700e-02,9.32405030e-01,-1.86581006e-03,1.86481099e+00,8.68509730e-01,3.44788584e-02,1.47941253e-01,1.60961842e-05,1.45605152e+00,False,False,False,False
1.32500000e+03,6.65541100e-02,9.32445890e-01,-1.86589178e-03,1.86489271e+00,8.68585851e-01,3.44569754e-02,1.47840656e-01,1.61471100e-05,1.45587379e+00,False,False,False,False
1.33000000e+03,6.65126080e-02,9.32487392e-01,-1.86597478e-03,1.86497572e+00,8.68663172e-01,3.44347494e-02,1.47738492e-01,1.61978021e-05,1.45569323e+00,False,False,False,False
1.33500000e+03,6.64705460e-02,9.32529454e-01,-1.86605891e-03,1.86505984e+00,8.68741540e-01,3.44122246e-02,1.47634964e-01,1.62482789e-05,1.45551021e+00,False,False,False,False
1.34000000e+03,6.64280070e-02,9.32571993e-01,-1.86614399e-03,1.86514492e+00,8.68820801e-01,3.43894453e-02,1.47530275e-01,1.62985595e-05,1.45532510e+00,False,False,False,False
1.34500000e+03,6.63850730e-02,9.32614927e-01,-1.86622985e-03,1.86523079e+00,8.68900801e-01,3.43664555e-02,1.47424629e-01,1.63486632e-05,1.45513823e+00,False,False,False,False
1.35000000e+03,6.63418250e-02,9.32658175e-01,-1.86631635e-03,1.86531728e+00,8.68981389e-01,3.43432985e-02,1.47318225e-01,1.63986091e-05,1.45494998e+00,False,False,False,False
1.35500000e+03,6.62983450e-02,9.32701655e-01,-1.86640331e-03,1.86540424e+00,8.69062414e-01,3.43200185e-02,1.47211265e-01,1.64484170e-05,1.45476069e+00,False,False,False,False
1.36000000e+03,6.62547160e-02,9.32745284e-01,-1.86649057e-03,1.86549150e+00,8.69143720e-01,3.42966596e-02,1.47103954e-01,1.64981072e-05,1.45457072e+00,False,False,False,False
1.36500000e+03,6.62110200e-02,9.32788980e-01,-1.86657796e-03,1.86557889e+00,8.69225155e-01,3.42732660e-02,1.46996493e-01,1.65477000e-05,1.45438044e+00,False,False,False,False
1.37000000e+03,6.61673380e-02,9.32832662e-01,-1.86666532e-03,1.86566626e+00,8.69306568e-01,3.42498809e-02,1.46889082e-01,1.65972159e-05,1.45419019e+00,False,False,False,False
1.37500000e+03,6.61237520e-02,9.32876248e-01,-1.86675250e-03,1.86575343e+00,8.69387805e-01,3.42265483e-02,1.46781921e-01,1.66466757e-05,1.45400033e+00,False,False,False,False
1.38000000e+03,6.60803450e-02,9.32919655e-01,-1.86683931e-03,1.86584024e+00,8.69468713e-01,3.42033125e-02,1.46675216e-01,1.66961010e-05,1.45381122e+00,False,False,False,False
1.38500000e+03,6.60371990e-02,9.32962801e-01,-1.86692560e-03,1.86592654e+00,8.69549138e-01,3.41802175e-02,1.46569167e-01,1.67455134e-05,1.45362323e+00,False,False,False,False
1.39000000e+03,6.59943950e-02,9.33005605e-01,-1.86701121e-03,1.86601214e+00,8.69628929e-01,3.41573066e-02,1.46463973e-01,1.67949344e-05,1.45343670e+00,False,False,False,False
1.39500000e+03,6.59334450e-02,9.33066555e-01,-1.86713311e-03,1.86613404e+00,8.69742552e-01,3.41246847e-02,1.46314209e-01,1.68395833e-05,1.45317105e+00,False,False,False,False
1.40000000e+03,6.57913210e-02,9.33208679e-01,-1.86741736e-03,1.86641829e+00,8.70007529e-01,3.40486246e-02,1.45965101e-01,1.68630525e-05,1.45255139e+00,False,False,False,False
1.40500000e+03,6.55811700e-02,9.33418830e-01,-1.86783766e-03,1.86683859e+00,8.70399411e-01,3.39361791e-02,1.45449187e-01,1.68685493e-05,1.45163461e+00,False,False,False,False
1.41000000e+03,6.53238870e-02,9.33676113e-01,-1.86835223e-03,1.86735316e+00,8.70879302e-01,3.37985480e-02,1.44818039e-01,1.68613554e-05,1.45051135e+00,False,False,False,False
1.41500000e+03,6.50403650e-02,9.33959635e-01,-1.86891927e-03,1.86792020e+00,8.71408289e-01,3.36469230e-02,1.44123127e-01,1.68468262e-05,1.44927243e+00,False,False,False,False
1.42000000e+03,6.47514980e-02,9.34248502e-01,-1.86949700e-03,1.86849794e+00,8.71947413e-01,3.34924852e-02,1.43415765e-01,1.68303889e-05,1.44800895e+00,False,False,False,False
1.42500000e+03,6.44781790e-02,9.34521821e-01,-1.87004364e-03,1.86904458e+00,8.72457673e-01,3.33464024e-02,1.42747080e-01,1.68175415e-05,1.44681233e+00,False,False,False,False
1.43000000e+03,6.42413020e-02,9.34758698e-01,-1.87051740e-03,1.86951833e+00,8.72900020e-01,3.32198303e-02,1.42168026e-01,1.68138534e-05,1.44577437e+00,False,False,False,False
1.43500000e+03,6.40617600e-02,9.34938240e-01,-1.87087648e-03,1.86987742e+00,8.73235373e-01,3.31239150e-02,1.41729422e-01,1.68249661e-05,1.44498708e+00,False,False,False,False
1.44000000e+03,6.39604480e-02,9.35039552e-01,-1.87107910e-03,1.87008004e+00,8.73424635e-01,3.30697998e-02,1.41482038e-01,1.68565968e-05,1.44454261e+00,False,False,False,False
1.44500000e+03,6.39246100e-02,9.35075390e-01,-1.87115078e-03,1.87015172e+00,8.73491589e-01,3.30506585e-02,1.41394548e-01,1.69055457e-05,1.44438535e+00,False,False,False,False
1.45000000e+03,6.38923120e-02,9.35107688e-01,-1.87121538e-03,1.87021631e+00,8.73551932e-01,3.30334086e-02,1.41315708e-01,1.69553784e-05,1.44424360e+00,False,False,False,False
1.45500000e+03,6.38612850e-02,9.35138715e-01,-1.87127743e-03,1.87027837e+00,8.73609902e-01,3.30168380e-02,1.41239979e-01,1.70054936e-05,1.44410742e+00,False,False,False,False
1.46000000e+03,6.38310070e-02,9.35168993e-01,-1.87133799e-03,1.87033892e+00,8.73666475e-01,3.30006679e-02,1.41166085e-01,1.70557541e-05,1.44397451e+00,False,False,False,False
1.46500000e+03,6.38013860e-02,9.35198614e-01,-1.87139723e-03,1.87039816e+00,8.73721821e-01,3.29848492e-02,1.41093802e-01,1.71061369e-05,1.44384447e+00,False,False,False,False
1.47000000e+03,6.37723890e-02,9.35227611e-01,-1.87145522e-03,1.87045616e+00,8.73776004e-01,3.29693642e-02,1.41023048e-01,1.71566347e-05,1.44371716e+00,False,False,False,False
1.47500000e+03,6.37439780e-02,9.35256022e-01,-1.87151204e-03,1.87051298e+00,8.73829093e-01,3.29541926e-02,1.40953730e-01,1.72072391e-05,1.44359241e+00,False,False,False,False
1.48000000e+03,6.37161200e-02,9.35283880e-01,-1.87156776e-03,1.87056870e+00,8.73881150e-01,3.29393167e-02,1.40885768e-01,1.72579426e-05,1.44347007e+00,False,False,False,False
1.48500000e+03,6.36887780e-02,9.35311222e-01,-1.87162244e-03,1.87062338e+00,8.73932245e-01,3.29247168e-02,1.40819070e-01,1.73087364e-05,1.44334999e+00,False,False,False,False
1.49000000e+03,6.36619160e-02,9.35338084e-01,-1.87167617e-03,1.87067710e+00,8.73982444e-01,3.29103736e-02,1.40753549e-01,1.73596122e-05,1.44323201e+00,False,False,False,False
1.49500000e+03,6.36355010e-02,9.35364499e-01,-1.87172900e-03,1.87072993e+00,8.74031809e-01,3.28962695e-02,1.40689123e-01,1.74105622e-05,1.44311598e+00,False,False,False,False
1.50000000e+03,6.36094950e-02,9.35390505e-01,-1.87178101e-03,1.87078195e+00,8.74080412e-01,3.28823841e-02,1.40625701e-01,1.74615769e-05,1.44300173e+00,False,False,False,False
1.50500000e+03,6.35838640e-02,9.35416136e-01,-1.87183227e-03,1.87083321e+00,8.74128314e-01,3.28686993e-02,1.40563198e-01,1.75126481e-05,1.44288912e+00,False,False,False,False
1.51000000e+03,6.35585720e-02,9.35441428e-01,-1.87188286e-03,1.87088379e+00,8.74175585e-01,3.28551958e-02,1.40501527e-01,1.75637668e-05,1.44277799e+00,False,False,False,False
1.51500000e+03,6.35335830e-02,9.35466417e-01,-1.87193283e-03,1.87093377e+00,8.74222290e-01,3.28418545e-02,1.40440600e-01,1.76149238e-05,1.44266819e+00,False,False,False,False
1.52000000e+03,6.35088630e-02,9.35491137e-01,-1.87198227e-03,1.87098321e+00,8.74268494e-01,3.28286572e-02,1.40380333e-01,1.76661103e-05,1.44255955e+00,False,False,False,False
1.52500000e+03,6.34843750e-02,9.35515625e-01,-1.87203125e-03,1.87103219e+00,8.74314265e-01,3.28155840e-02,1.40320637e-01,1.77173168e-05,1.44245193e+00,False,False,False,False
1.53000000e+03,6.34600850e-02,9.35539915e-01,-1.87207983e-03,1.87108077e+00,8.74359668e-01,3.28026168e-02,1.40261428e-01,1.77685342e-05,1.44234517e+00,False,False,False,False
1.53500000e+03,6.34359570e-02,9.35564043e-01,-1.87212809e-03,1.87112902e+00,8.74404769e-01,3.27897365e-02,1.40202618e-01,1.78197528e-05,1.44223911e+00,False,False,False,False
1.54000000e+03,6.34119550e-02,9.35588045e-01,-1.87217609e-03,1.87117703e+00,8.74449635e-01,3.27769237e-02,1.40144120e-01,1.78709629e-05,1.44213359e+00,False,False,False,False
1.54500000e+03,6.33880430e-02,9.35611957e-01,-1.87222391e-03,1.87122485e+00,8.74494335e-01,3.27641593e-02,1.40085846e-01,1.79221544e-05,1.44202846e+00,False,False,False,False
1.55000000e+03,6.33641880e-02,9.35635812e-01,-1.87227162e-03,1.87127256e+00,8.74538929e-01,3.27514257e-02,1.40027716e-01,1.79733183e-05,1.44192358e+00,False,False,False,False
1.55500000e+03,6.33403520e-02,9.35659648e-01,-1.87231930e-03,1.87132023e+00,8.74583488e-01,3.27387025e-02,1.39969636e-01,1.80244437e-05,1.44181877e+00,False,False,False,False
1.56000000e+03,6.33165010e-02,9.35683499e-01,-1.87236700e-03,1.87136793e+00,8.74628077e-01,3.27259716e-02,1.39911523e-01,1.80755209e-05,1.44171388e+00,False,False,False,False
1.56500000e+03,6.32925990e-02,9.35707401e-01,-1.87241480e-03,1.87141574e+00,8.74672762e-01,3.27132138e-02,1.39853291e-01,1.81265394e-05,1.44160876e+00,False,False,False,False
1.57000000e+03,6.32686100e-02,9.35731390e-01,-1.87246278e-03,1.87146372e+00,8.74717611e-01,3.27004099e-02,1.39794852e-01,1.81774886e-05,1.44150325e+00,False,False,False,False
1.57500000e+03,6.32445000e-02,9.35755500e-01,-1.87251100e-03,1.87151194e+00,8.74762688e-01,3.26875417e-02,1.39736122e-01,1.82283584e-05,1.44139720e+00,False,False,False,False
1.58000000e+03,6.32202330e-02,9.35779767e-01,-1.87255953e-03,1.87156047e+00,8.74808059e-01,3.26745900e-02,1.39677015e-01,1.82791380e-05,1.44129045e+00,False,False,False,False
1.58500000e+03,6.31957730e-02,9.35804227e-01,-1.87260845e-03,1.87160939e+00,8.74853792e-01,3.26615357e-02,1.39617442e-01,1.83298164e-05,1.44118284e+00,False,False,False,False
1.59000000e+03,6.31710840e-02,9.35828916e-01,-1.87265783e-03,1.87165877e+00,8.74899955e-01,3.26483595e-02,1.39557316e-01,1.83803824e-05,1.44107421e+00,False,False,False,False
1.59500000e+03,6.31461320e-02,9.35853868e-01,-1.87270774e-03,1.87170867e+00,8.74946610e-01,3.26350432e-02,1.39496555e-01,1.84308254e-05,1.44096441e+00,False,False,False,False
1.60000000e+03,6.31208810e-02,9.35879119e-01,-1.87275824e-03,1.87175917e+00,8.74993826e-01,3.26215678e-02,1.39435070e-01,1.84811341e-05,1.44085330e+00,False,False,False,False
1.60500000e+03,6.30952950e-02,9.35904705e-01,-1.87280941e-03,1.87181035e+00,8.75041670e-01,3.26079139e-02,1.39372774e-01,1.85312969e-05,1.44074069e+00,False,False,False,False
1.61000000e+03,6.30693400e-02,9.35930660e-01,-1.87286132e-03,1.87186226e+00,8.75090205e-01,3.25940635e-02,1.39309586e-01,1.85813028e-05,1.44062645e+00,False,False,False,False
