wavelength_nm,R,T,a,b,eta,R_as,sqrt_arg,k,n,k_isnan,k_isinf,n_isnan,n_isinf
1.61500000e+03,6.30429790e-02,9.35957021e-01,-1.87291404e-03,1.87191498e+00,8.75139500e-01,3.25799968e-02,1.39245414e-01,1.86311397e-05,1.44051042e+00,False,False,False,False
1.62000000e+03,6.30161770e-02,9.35983823e-01,-1.87296765e-03,1.87196858e+00,8.75189622e-01,3.25656951e-02,1.39180175e-01,1.86807961e-05,1.44039243e+00,False,False,False,False
1.62500000e+03,6.29888980e-02,9.36011102e-01,-1.87302220e-03,1.87202314e+00,8.75240637e-01,3.25511394e-02,1.39113780e-01,1.87302600e-05,1.44027233e+00,False,False,False,False
1.63000000e+03,6.29611080e-02,9.36038892e-01,-1.87307778e-03,1.87207872e+00,8.75292609e-01,3.25363114e-02,1.39046147e-01,1.87795197e-05,1.44014997e+00,False,False,False,False
1.63500000e+03,6.29327710e-02,9.36067229e-01,-1.87313446e-03,1.87213540e+00,8.75345606e-01,3.25211920e-02,1.38977189e-01,1.88285630e-05,1.44002519e+00,False,False,False,False
1.64000000e+03,6.29038510e-02,9.36096149e-01,-1.87319230e-03,1.87219324e+00,8.75399695e-01,3.25057620e-02,1.38906819e-01,1.88773776e-05,1.43989783e+00,False,False,False,False
1.64500000e+03,6.28743120e-02,9.36125688e-01,-1.87325138e-03,1.87225231e+00,8.75454943e-01,3.24900021e-02,1.38834950e-01,1.89259507e-05,1.43976772e+00,False,False,False,False
1.65000000e+03,6.28441200e-02,9.36155880e-01,-1.87331176e-03,1.87231270e+00,8.75511414e-01,3.24738944e-02,1.38761498e-01,1.89742705e-05,1.43963473e+00,False,False,False,False
1.65500000e+03,6.28132390e-02,9.36186761e-01,-1.87337352e-03,1.87237446e+00,8.75569176e-01,3.24574197e-02,1.38686378e-01,1.90223241e-05,1.43949869e+00,False,False,False,False
1.66000000e+03,6.27816340e-02,9.36218366e-01,-1.87343673e-03,1.87243767e+00,8.75628295e-01,3.24405592e-02,1.38609505e-01,1.90700988e-05,1.43935944e+00,False,False,False,False
1.66500000e+03,6.27492680e-02,9.36250732e-01,-1.87350146e-03,1.87250240e+00,8.75688838e-01,3.24232933e-02,1.38530788e-01,1.91175813e-05,1.43921683e+00,False,False,False,False
1.67000000e+03,6.27161070e-02,9.36283893e-01,-1.87356779e-03,1.87256872e+00,8.75750871e-01,3.24056039e-02,1.38450147e-01,1.91647591e-05,1.43907069e+00,False,False,False,False
1.67500000e+03,6.26821150e-02,9.36317885e-01,-1.87363577e-03,1.87263671e+00,8.75814461e-01,3.23874718e-02,1.38367493e-01,1.92116188e-05,1.43892087e+00,False,False,False,False
1.68000000e+03,6.26472570e-02,9.36352743e-01,-1.87370549e-03,1.87270642e+00,8.75879674e-01,3.23688785e-02,1.38282743e-01,1.92581473e-05,1.43876722e+00,False,False,False,False
1.68500000e+03,6.26114970e-02,9.36388503e-01,-1.87377701e-03,1.87277794e+00,8.75946576e-01,3.23498048e-02,1.38195810e-01,1.93043310e-05,1.43860957e+00,False,False,False,False
1.69000000e+03,6.25747990e-02,9.36425201e-01,-1.87385040e-03,1.87285134e+00,8.76015236e-01,3.23302314e-02,1.38106607e-01,1.93501562e-05,1.43844777e+00,False,False,False,False
1.69500000e+03,6.25371290e-02,9.36462871e-01,-1.87392574e-03,1.87292668e+00,8.76085717e-01,3.23101404e-02,1.38015053e-01,1.93956097e-05,1.43828166e+00,False,False,False,False
1.70000000e+03,6.24984510e-02,9.36501549e-01,-1.87400310e-03,1.87300404e+00,8.76158087e-01,3.22895126e-02,1.37921059e-01,1.94406775e-05,1.43811107e+00,False,False,False,False
1.70500000e+03,6.24587290e-02,9.36541271e-01,-1.87408254e-03,1.87308348e+00,8.76232413e-01,3.22683289e-02,1.37824541e-01,1.94853456e-05,1.43793586e+00,False,False,False,False
1.71000000e+03,6.24179280e-02,9.36582072e-01,-1.87416414e-03,1.87316508e+00,8.76308762e-01,3.22465706e-02,1.37725414e-01,1.95296000e-05,1.43775587e+00,False,False,False,False
1.71500000e+03,6.23760120e-02,9.36623988e-01,-1.87424798e-03,1.87324891e+00,8.76387201e-01,3.22242187e-02,1.37623592e-01,1.95734265e-05,1.43757093e+00,False,False,False,False
1.72000000e+03,6.23329470e-02,9.36667053e-01,-1.87433411e-03,1.87333504e+00,8.76467794e-01,3.22012551e-02,1.37518992e-01,1.96168111e-05,1.43738089e+00,False,False,False,False
1.72500000e+03,6.22886960e-02,9.36711304e-01,-1.87442261e-03,1.87342355e+00,8.76550610e-01,3.21776602e-02,1.37411527e-01,1.96597390e-05,1.43718558e+00,False,False,False,False
1.73000000e+03,6.22432240e-02,9.36756776e-01,-1.87451355e-03,1.87351449e+00,8.76635715e-01,3.21534153e-02,1.37301112e-01,1.97021957e-05,1.43698485e+00,False,False,False,False
1.73500000e+03,6.21911840e-02,9.36808816e-01,-1.87461763e-03,1.87361857e+00,8.76733118e-01,3.21256699e-02,1.37174769e-01,1.97424649e-05,1.43675509e+00,False,False,False,False
1.74000000e+03,6.21265990e-02,9.36873401e-01,-1.87474680e-03,1.87374774e+00,8.76854009e-01,3.20912381e-02,1.37017999e-01,1.97786082e-05,1.43646988e+00,False,False,False,False
1.74500000e+03,6.20510060e-02,9.36948994e-01,-1.87489799e-03,1.87389893e+00,8.76995515e-01,3.20509406e-02,1.36834549e-01,1.98110870e-05,1.43613598e+00,False,False,False,False
1.75000000e+03,6.19659730e-02,9.37034027e-01,-1.87506805e-03,1.87406899e+00,8.77154706e-01,3.20056145e-02,1.36628243e-01,1.98403782e-05,1.43576026e+00,False,False,False,False
1.75500000e+03,6.18730670e-02,9.37126933e-01,-1.87525387e-03,1.87425480e+00,8.77328653e-01,3.19560963e-02,1.36402900e-01,1.98669644e-05,1.43534963e+00,False,False,False,False
1.76000000e+03,6.17738570e-02,9.37226143e-01,-1.87545229e-03,1.87445322e+00,8.77514421e-01,3.19032235e-02,1.36162340e-01,1.98913340e-05,1.43491098e+00,False,False,False,False
1.76500000e+03,6.16699100e-02,9.37330090e-01,-1.87566018e-03,1.87466112e+00,8.77709081e-01,3.18478318e-02,1.35910377e-01,1.99139808e-05,1.43445121e+00,False,False,False,False
1.77000000e+03,6.15627940e-02,9.37437206e-01,-1.87587441e-03,1.87487535e+00,8.77909698e-01,3.17907577e-02,1.35650819e-01,1.99354045e-05,1.43397724e+00,False,False,False,False
1.77500000e+03,6.14540780e-02,9.37545922e-01,-1.87609184e-03,1.87509278e+00,8.78113335e-01,3.17328375e-02,1.35387476e-01,1.99561104e-05,1.43349600e+00,False,False,False,False
1.78000000e+03,6.13453280e-02,9.37654672e-01,-1.87630934e-03,1.87531028e+00,8.78317059e-01,3.16749057e-02,1.35124141e-01,1.99766087e-05,1.43301441e+00,False,False,False,False
1.78500000e+03,6.12381140e-02,9.37761886e-01,-1.87652377e-03,1.87552471e+00,8.78517929e-01,3.16177985e-02,1.34864616e-01,1.99974163e-05,1.43253943e+00,False,False,False,False
1.79000000e+03,6.11340020e-02,9.37865998e-01,-1.87673200e-03,1.87573293e+00,8.78713009e-01,3.15623497e-02,1.34612685e-01,2.00190544e-05,1.43207801e+00,False,False,False,False
1.79500000e+03,6.10345610e-02,9.37965439e-01,-1.87693088e-03,1.87593182e+00,8.78899357e-01,3.15093941e-02,1.34372135e-01,2.00420506e-05,1.43163712e+00,False,False,False,False
1.80000000e+03,6.09413580e-02,9.38058642e-01,-1.87711728e-03,1.87611822e+00,8.79074033e-01,3.14597653e-02,1.34146744e-01,2.00669376e-05,1.43122375e+00,False,False,False,False
1.80500000e+03,6.08559620e-02,9.38144038e-01,-1.87728808e-03,1.87628902e+00,8.79234093e-01,3.14142979e-02,1.33940291e-01,2.00942543e-05,1.43084487e+00,False,False,False,False
1.81000000e+03,6.07799410e-02,9.38220059e-01,-1.87744012e-03,1.87644106e+00,8.79376594e-01,3.13738253e-02,1.33756551e-01,2.01245449e-05,1.43050748e+00,False,False,False,False
1.81500000e+03,6.07148620e-02,9.38285138e-01,-1.87757028e-03,1.87657122e+00,8.79498593e-01,3.13391806e-02,1.33599293e-01,2.01583589e-05,1.43021857e+00,False,False,False,False
1.82000000e+03,6.06622930e-02,9.38337707e-01,-1.87767541e-03,1.87667635e+00,8.79597146e-01,3.13111973e-02,1.33472288e-01,2.01962521e-05,1.42998515e+00,False,False,False,False
1.82500000e+03,6.06238030e-02,9.38376197e-01,-1.87775239e-03,1.87675333e+00,8.79669309e-01,3.12907095e-02,1.33379311e-01,2.02387861e-05,1.42981421e+00,False,False,False,False
1.83000000e+03,6.06009580e-02,9.38399042e-01,-1.87779808e-03,1.87679902e+00,8.79712141e-01,3.12785497e-02,1.33324132e-01,2.02865277e-05,1.42971275e+00,False,False,False,False
1.83500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.03399399e-05,1.42968628e+00,False,False,False,False
1.84000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.03953621e-05,1.42968628e+00,False,False,False,False
1.84500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.04507843e-05,1.42968628e+00,False,False,False,False
1.85000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.05062065e-05,1.42968628e+00,False,False,False,False
1.85500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.05616286e-05,1.42968628e+00,False,False,False,False
1.86000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.06170508e-05,1.42968628e+00,False,False,False,False
1.86500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.06724730e-05,1.42968628e+00,False,False,False,False
1.87000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.07278952e-05,1.42968628e+00,False,False,False,False
1.87500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.07833174e-05,1.42968628e+00,False,False,False,False
1.88000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.08387395e-05,1.42968628e+00,False,False,False,False
1.88500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.08941617e-05,1.42968628e+00,False,False,False,False
1.89000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.09495839e-05,1.42968628e+00,False,False,False,False
1.89500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.10050061e-05,1.42968628e+00,False,False,False,False
1.90000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.10604283e-05,1.42968628e+00,False,False,False,False
1.90500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.11158504e-05,1.42968628e+00,False,False,False,False
1.91000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.11712726e-05,1.42968628e+00,False,False,False,False
1.91500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.12266948e-05,1.42968628e+00,False,False,False,False
1.92000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.12821170e-05,1.42968628e+00,False,False,False,False
1.92500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.13375392e-05,1.42968628e+00,False,False,False,False
1.93000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.13929613e-05,1.42968628e+00,False,False,False,False
1.93500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.14483835e-05,1.42968628e+00,False,False,False,False
1.94000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.15038057e-05,1.42968628e+00,False,False,False,False
1.94500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.15592279e-05,1.42968628e+00,False,False,False,False
1.95000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.16146501e-05,1.42968628e+00,False,False,False,False
1.95500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.16700722e-05,1.42968628e+00,False,False,False,False
1.96000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.17254944e-05,1.42968628e+00,False,False,False,False
1.96500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.17809166e-05,1.42968628e+00,False,False,False,False
1.97000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.18363388e-05,1.42968628e+00,False,False,False,False
1.97500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.18917610e-05,1.42968628e+00,False,False,False,False
1.98000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.19471831e-05,1.42968628e+00,False,False,False,False
1.98500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.20026053e-05,1.42968628e+00,False,False,False,False
1.99000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.20580275e-05,1.42968628e+00,False,False,False,False
1.99500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.21134497e-05,1.42968628e+00,False,False,False,False
2.00000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.21688719e-05,1.42968628e+00,False,False,False,False
2.00500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.22242940e-05,1.42968628e+00,False,False,False,False
2.01000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.22797162e-05,1.42968628e+00,False,False,False,False
2.01500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.23351384e-05,1.42968628e+00,False,False,False,False
2.02000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.23905606e-05,1.42968628e+00,False,False,False,False
2.02500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.24459828e-05,1.42968628e+00,False,False,False,False
2.03000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.25014049e-05,1.42968628e+00,False,False,False,False
2.03500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.25568271e-05,1.42968628e+00,False,False,False,False
2.04000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.26122493e-05,1.42968628e+00,False,False,False,False
2.04500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.26676715e-05,1.42968628e+00,False,False,False,False
2.05000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.27230937e-05,1.42968628e+00,False,False,False,False
2.05500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.27785158e-05,1.42968628e+00,False,False,False,False
2.06000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.28339380e-05,1.42968628e+00,False,False,False,False
2.06500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.28893602e-05,1.42968628e+00,False,False,False,False
2.07000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.29447824e-05,1.42968628e+00,False,False,False,False
2.07500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.30002046e-05,1.42968628e+00,False,False,False,False
2.08000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.30556267e-05,1.42968628e+00,False,False,False,False
2.08500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.31110489e-05,1.42968628e+00,False,False,False,False
2.09000000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.31664711e-05,1.42968628e+00,False,False,False,False
2.09500000e+03,6.05950000e-02,9.38405000e-01,-1.87781000e-03,1.87681094e+00,8.79723312e-01,3.12753784e-02,1.33309742e-01,2.32218933e-05,1.42968628e+00,False,False,False,False
2.10000000e+03,6.05825530e-02,9.38417447e-01,-1.87783489e-03,1.87683583e+00,8.79746649e-01,3.12687534e-02,1.33279680e-01,2.32724968e-05,1.42963099e+00,False,False,False,False
2.10500000e+03,6.05327490e-02,9.38467251e-01,-1.87793450e-03,1.87693544e+00,8.79840032e-01,3.12422455e-02,1.33159405e-01,2.33085816e-05,1.42940974e+00,False,False,False,False
2.11000000e+03,6.04484160e-02,9.38551584e-01,-1.87810317e-03,1.87710411e+00,8.79998168e-01,3.11973629e-02,1.32955788e-01,2.33311464e-05,1.42903499e+00,False,False,False,False
2.11500000e+03,6.03333370e-02,9.38666663e-01,-1.87833333e-03,1.87733427e+00,8.80213981e-01,3.11361234e-02,1.32678026e-01,2.33415740e-05,1.42852342e+00,False,False,False,False
2.12000000e+03,6.01912930e-02,9.38808707e-01,-1.87861741e-03,1.87761835e+00,8.80480398e-01,3.10605444e-02,1.32335320e-01,2.33412609e-05,1.42789167e+00,False,False,False,False
2.12500000e+03,6.00260650e-02,9.38973935e-01,-1.87894787e-03,1.87794881e+00,8.80790350e-01,3.09726435e-02,1.31936873e-01,2.33316177e-05,1.42715638e+00,False,False,False,False
2.13000000e+03,5.98414350e-02,9.39158565e-01,-1.87931713e-03,1.87831807e+00,8.81136763e-01,3.08744385e-02,1.31491888e-01,2.33140690e-05,1.42633418e+00,False,False,False,False
2.13500000e+03,5.96411840e-02,9.39358816e-01,-1.87971763e-03,1.87871857e+00,8.81512562e-01,3.07679459e-02,1.31009550e-01,2.32900524e-05,1.42544174e+00,False,False,False,False
2.14000000e+03,5.94290930e-02,9.39570907e-01,-1.88014181e-03,1.87914275e+00,8.81910668e-01,3.06551807e-02,1.30499030e-01,2.32610187e-05,1.42449577e+00,False,False,False,False
2.14500000e+03,5.92089440e-02,9.39791056e-01,-1.88058211e-03,1.87958305e+00,8.82323994e-01,3.05381573e-02,1.29969479e-01,2.32284316e-05,1.42351302e+00,False,False,False,False
2.15000000e+03,5.89845190e-02,9.40015481e-01,-1.88103096e-03,1.88003190e+00,8.82745448e-01,3.04188883e-02,1.29430025e-01,2.31937677e-05,1.42251030e+00,False,False,False,False
2.15500000e+03,5.87595970e-02,9.40240403e-01,-1.88148081e-03,1.88048175e+00,8.83167936e-01,3.02993827e-02,1.28889763e-01,2.31585150e-05,1.42150445e+00,False,False,False,False
2.16000000e+03,5.85379620e-02,9.40462038e-01,-1.88192408e-03,1.88092502e+00,8.83584349e-01,3.01816508e-02,1.28357777e-01,2.31241757e-05,1.42051240e+00,False,False,False,False
2.16500000e+03,5.83233950e-02,9.40676605e-01,-1.88235321e-03,1.88135415e+00,8.83987575e-01,3.00676989e-02,1.27843113e-01,2.30922637e-05,1.41955114e+00,False,False,False,False
2.17000000e+03,5.81196760e-02,9.40880324e-01,-1.88276065e-03,1.88176159e+00,8.84370501e-01,2.99595315e-02,1.27354795e-01,2.30643047e-05,1.41863769e+00,False,False,False,False
2.17500000e+03,5.79305870e-02,9.41069413e-01,-1.88313883e-03,1.88213977e+00,8.84726001e-01,2.98591524e-02,1.26901829e-01,2.30418381e-05,1.41778915e+00,False,False,False,False
2.18000000e+03,5.77599100e-02,9.41240090e-01,-1.88348018e-03,1.88248112e+00,8.85046947e-01,2.97685642e-02,1.26493204e-01,2.30264162e-05,1.41702267e+00,False,False,False,False
2.18500000e+03,5.76114260e-02,9.41388574e-01,-1.88377715e-03,1.88277809e+00,8.85326208e-01,2.96897681e-02,1.26137893e-01,2.30196040e-05,1.41635541e+00,False,False,False,False
2.19000000e+03,5.74889170e-02,9.41511083e-01,-1.88402217e-03,1.88302311e+00,8.85556649e-01,2.96247652e-02,1.25844864e-01,2.30229804e-05,1.41580457e+00,False,False,False,False
2.19500000e+03,5.73961630e-02,9.41603837e-01,-1.88420767e-03,1.88320862e+00,8.85731141e-01,2.95755556e-02,1.25623083e-01,2.30381373e-05,1.41538732e+00,False,False,False,False
2.20000000e+03,5.73369460e-02,9.41663054e-01,-1.88432611e-03,1.88332705e+00,8.85842551e-01,2.95441412e-02,1.25481525e-01,2.30666818e-05,1.41512086e+00,False,False,False,False
