wavelength,n,k
1455.0,1.4441074191833074,1.2592077154047168e-07
1460.0,1.443974510253938,1.2635348678202492e-07
1465.0000000000002,1.4438444718071113,1.267862020568096e-07
1470.0,1.4437171598237906,1.2721891736173737e-07
1475.0,1.4435924082539549,1.276516326956803e-07
1480.0,1.44347007292482,1.2808434805595575e-07
1485.0000000000002,1.4433499920261694,1.2851706344083597e-07
1490.0000000000002,1.4432320080668006,1.289497788476783e-07
1495.0,1.443115976664843,1.2938249427405736e-07
1500.0,1.4430017314102301,1.298152097180865e-07
1505.0,1.442889123399537,1.3024792517721383e-07
1510.0000000000002,1.442777994881761,1.306806406487919e-07
1515.0,1.4426681880450145,1.3111335613135505e-07
1520.0,1.4425595538077103,1.315460716207613e-07
1525.0,1.4424519298480043,1.31978787116527e-07
1530.0000000000002,1.4423451669725558,1.3241150261460764e-07
1535.0000000000002,1.4422391071436924,1.3284421811305332e-07
1540.0,1.4421335922690919,1.3327693360979853e-07
1545.0,1.442028464202465,1.337096491014744e-07
1550.0000000000002,1.4419235779350776,1.3414236458582718e-07
1555.0000000000002,1.4418187664225453,1.345750800599167e-07
1560.0,1.4417138801554392,1.3500779552085426e-07
1565.0,1.4416087607778771,1.3544051096658476e-07
1570.0,1.4415032498805114,1.3587322639300866e-07
1575.0000000000002,1.4413971977977644,1.3630594179944995e-07
1580.0000000000002,1.4412904460139375,1.3673865718158702e-07
1585.0,1.4411828359578174,1.371713725365955e-07
1590.0,1.4410742090015818,1.3760408786152543e-07
1595.0000000000002,1.4409644152602792,1.380368031532691e-07
1600.0000000000002,1.4408532959911118,1.3846951840969498e-07
1605.0,1.4407406923902053,1.3890223362704603e-07
1610.0,1.4406264543938694,1.393349488024788e-07
1615.0,1.4405104186705793,1.397676639328696e-07
1620.0000000000002,1.4403924306245885,1.4020037901533923e-07
1625.0,1.4402723311890324,1.4063309404632189e-07
1630.0,1.4401499700309084,1.4106580902211799e-07
1635.0,1.4400251879376316,1.4149852394124565e-07
1640.0000000000002,1.4398978256178399,1.4193123879887406e-07
1645.0000000000002,1.4397677236979836,1.4236395359220142e-07
1650.0,1.4396347315289169,1.4279666831744737e-07
1655.0,1.4394986895644784,1.4322938297279188e-07
1660.0000000000002,1.4393594425709573,1.4366209755267223e-07
1665.0000000000002,1.4392168264054965,1.4409481205561772e-07
1670.0,1.4390706900421173,1.4452752647610918e-07
1675.0,1.4389208735364953,1.4496024081261744e-07
1680.0,1.4387672212403813,1.4539295505992743e-07
1685.0000000000002,1.438609572981593,1.4582566921645497e-07
1690.0000000000002,1.438447768465132,1.462583832764215e-07
1695.0,1.4382816560873841,1.4669109723821609e-07
1700.0,1.438111075293919,1.4712381109643305e-07
1705.0000000000002,1.4379358653897027,1.4755652484868672e-07
1710.0000000000002,1.437755869944458,1.479892384900786e-07
1715.0,1.4375709279641646,1.484219520174717e-07
1720.0,1.437380887120455,1.4885466542684383e-07
1725.0000000000002,1.4371855816807066,1.4928737871549244e-07
1730.0000000000002,1.4369848545632566,1.497200918772414e-07
1735.0000000000002,1.436755093584755,1.501528044569773e-07
1740.0,1.436469884810463,1.5058551593542587e-07
1745.0,1.436135979077834,1.5101822643529776e-07
1750.0000000000002,1.4357602650911307,1.5145093608622256e-07
1755.0000000000002,1.4353496307164775,1.5188364501627256e-07
1760.0,1.4349109784448726,1.5231635335529526e-07
1765.0,1.4344512095499558,1.5274906123623754e-07
1770.0000000000002,1.4339772388152887,1.531817687914998e-07
1775.0000000000002,1.433495995633109,1.536144761569589e-07
1780.0,1.4330144070017359,1.540471834677267e-07
1785.0,1.4325394288277598,1.544798908631175e-07
1790.0,1.4320780104060549,1.5491259848012575e-07
